id,chemical,date,location,misurations
624,Alachlor,2005-09,Kohsoom,1
625,Alachlor,2005-09,Sakda,3
626,Alachlor,2005-09,Somchair,1
627,Alachlor,2006-01,Boonsri,6
628,Alachlor,2006-01,Kohsoom,1
629,Alachlor,2006-02,Boonsri,6
630,Alachlor,2006-02,Busarakhan,1
631,Alachlor,2006-02,Chai,6
632,Alachlor,2006-02,Kannika,3
633,Alachlor,2006-02,Kohsoom,1
634,Alachlor,2006-02,Sakda,3
635,Alachlor,2006-02,Somchair,1
636,Alachlor,2006-03,Boonsri,6
637,Alachlor,2006-03,Busarakhan,1
638,Alachlor,2006-03,Chai,5
639,Alachlor,2006-03,Kannika,3
640,Alachlor,2006-03,Kohsoom,1
641,Alachlor,2006-03,Sakda,1
642,Alachlor,2006-03,Somchair,1
643,Alachlor,2006-04,Boonsri,5
644,Alachlor,2006-04,Busarakhan,1
645,Alachlor,2006-04,Chai,6
646,Alachlor,2006-04,Kannika,3
647,Alachlor,2006-04,Kohsoom,1
648,Alachlor,2006-04,Sakda,3
649,Alachlor,2006-04,Somchair,1
650,Alachlor,2006-05,Boonsri,6
651,Alachlor,2006-05,Kannika,2
652,Alachlor,2006-05,Kohsoom,1
653,Alachlor,2006-05,Sakda,1
654,Alachlor,2006-05,Somchair,1
655,Alachlor,2006-06,Boonsri,6
656,Alachlor,2006-06,Busarakhan,1
657,Alachlor,2006-06,Chai,6
658,Alachlor,2006-06,Kannika,3
659,Alachlor,2006-06,Kohsoom,1
660,Alachlor,2006-06,Sakda,3
661,Alachlor,2006-06,Somchair,1
662,Alachlor,2006-07,Boonsri,6
663,Alachlor,2006-07,Busarakhan,1
664,Alachlor,2006-07,Chai,6
665,Alachlor,2006-07,Kannika,3
666,Alachlor,2006-07,Kohsoom,1
667,Alachlor,2006-07,Sakda,3
668,Alachlor,2006-07,Somchair,1
669,Alachlor,2006-08,Boonsri,6
670,Alachlor,2006-08,Busarakhan,1
671,Alachlor,2006-08,Chai,6
672,Alachlor,2006-08,Kannika,3
673,Alachlor,2006-08,Kohsoom,1
674,Alachlor,2006-08,Sakda,3
675,Alachlor,2006-08,Somchair,1
676,Alachlor,2006-09,Boonsri,3
677,Alachlor,2006-09,Busarakhan,1
678,Alachlor,2006-09,Chai,6
679,Alachlor,2006-09,Kannika,3
680,Alachlor,2006-09,Kohsoom,1
681,Alachlor,2006-09,Sakda,3
682,Alachlor,2006-09,Somchair,1
683,Alachlor,2006-10,Boonsri,4
684,Alachlor,2006-10,Busarakhan,1
685,Alachlor,2006-10,Chai,3
686,Alachlor,2006-10,Kannika,3
687,Alachlor,2006-10,Kohsoom,1
688,Alachlor,2006-10,Sakda,3
689,Alachlor,2006-10,Somchair,1
690,Alachlor,2006-11,Boonsri,6
691,Alachlor,2006-11,Busarakhan,1
692,Alachlor,2006-11,Chai,6
693,Alachlor,2006-11,Kannika,3
694,Alachlor,2006-11,Kohsoom,1
695,Alachlor,2006-11,Sakda,3
696,Alachlor,2006-11,Somchair,1
697,Alachlor,2006-12,Boonsri,3
698,Alachlor,2006-12,Busarakhan,1
699,Alachlor,2006-12,Chai,6
700,Alachlor,2006-12,Kannika,3
701,Alachlor,2006-12,Kohsoom,1
702,Alachlor,2006-12,Sakda,3
703,Alachlor,2006-12,Somchair,1
704,Alachlor,2007-01,Boonsri,6
705,Alachlor,2007-01,Busarakhan,1
706,Alachlor,2007-01,Chai,6
707,Alachlor,2007-01,Kannika,3
708,Alachlor,2007-01,Kohsoom,1
709,Alachlor,2007-01,Sakda,3
710,Alachlor,2007-01,Somchair,1
711,Alachlor,2007-02,Boonsri,3
712,Alachlor,2007-02,Busarakhan,1
713,Alachlor,2007-02,Chai,3
714,Alachlor,2007-02,Kannika,3
715,Alachlor,2007-02,Kohsoom,1
716,Alachlor,2007-02,Sakda,3
717,Alachlor,2007-02,Somchair,1
718,Alachlor,2007-03,Boonsri,6
719,Alachlor,2007-03,Busarakhan,1
720,Alachlor,2007-03,Chai,6
721,Alachlor,2007-03,Kannika,3
722,Alachlor,2007-03,Kohsoom,1
723,Alachlor,2007-03,Sakda,3
724,Alachlor,2007-03,Somchair,1
725,Alachlor,2007-04,Boonsri,4
726,Alachlor,2007-04,Busarakhan,1
727,Alachlor,2007-04,Chai,6
728,Alachlor,2007-04,Kannika,3
729,Alachlor,2007-04,Kohsoom,1
730,Alachlor,2007-04,Sakda,3
731,Alachlor,2007-04,Somchair,1
732,Alachlor,2007-05,Boonsri,6
733,Alachlor,2007-05,Busarakhan,1
734,Alachlor,2007-05,Chai,3
735,Alachlor,2007-05,Kannika,3
736,Alachlor,2007-05,Kohsoom,1
737,Alachlor,2007-05,Sakda,3
738,Alachlor,2007-05,Somchair,1
739,Alachlor,2007-06,Boonsri,6
740,Alachlor,2007-06,Busarakhan,1
741,Alachlor,2007-06,Chai,3
742,Alachlor,2007-06,Kannika,3
743,Alachlor,2007-06,Kohsoom,1
744,Alachlor,2007-06,Sakda,3
745,Alachlor,2007-06,Somchair,1
746,Alachlor,2007-07,Boonsri,6
747,Alachlor,2007-07,Busarakhan,1
748,Alachlor,2007-07,Chai,6
749,Alachlor,2007-07,Kannika,3
750,Alachlor,2007-07,Kohsoom,1
751,Alachlor,2007-07,Sakda,3
752,Alachlor,2007-07,Somchair,1
753,Alachlor,2007-08,Boonsri,3
754,Alachlor,2007-08,Busarakhan,1
755,Alachlor,2007-08,Chai,6
756,Alachlor,2007-08,Kannika,3
757,Alachlor,2007-08,Kohsoom,1
758,Alachlor,2007-08,Sakda,3
759,Alachlor,2007-08,Somchair,1
760,Alachlor,2007-09,Boonsri,3
761,Alachlor,2007-09,Busarakhan,1
762,Alachlor,2007-09,Chai,6
763,Alachlor,2007-09,Kannika,3
764,Alachlor,2007-09,Kohsoom,1
765,Alachlor,2007-09,Sakda,3
766,Alachlor,2007-09,Somchair,1
767,Alachlor,2007-10,Boonsri,1
768,Alachlor,2007-10,Busarakhan,1
769,Alachlor,2007-10,Chai,6
770,Alachlor,2007-10,Kannika,3
771,Alachlor,2007-10,Kohsoom,1
772,Alachlor,2007-10,Sakda,3
773,Alachlor,2007-10,Somchair,1
774,Alachlor,2007-11,Boonsri,3
775,Alachlor,2007-11,Busarakhan,1
776,Alachlor,2007-11,Chai,6
777,Alachlor,2007-11,Kannika,3
778,Alachlor,2007-11,Kohsoom,1
779,Alachlor,2007-11,Sakda,3
780,Alachlor,2007-11,Somchair,1
781,Alachlor,2007-12,Boonsri,3
782,Alachlor,2007-12,Busarakhan,1
783,Alachlor,2007-12,Chai,6
784,Alachlor,2007-12,Kannika,3
785,Alachlor,2007-12,Kohsoom,1
786,Alachlor,2007-12,Sakda,3
787,Alachlor,2007-12,Somchair,1
788,Alachlor,2009-09,Busarakhan,1
789,Alachlor,2009-09,Chai,2
790,Alachlor,2009-09,Kannika,1
791,Alachlor,2009-09,Sakda,1
792,Alachlor,2009-09,Somchair,1
793,Alachlor,2009-10,Busarakhan,1
794,Alachlor,2009-10,Chai,3
795,Alachlor,2009-10,Somchair,1
796,Alachlor,2009-11,Kannika,1
797,Aldrin,2005-01,Boonsri,6
798,Aldrin,2005-01,Busarakhan,1
799,Aldrin,2005-01,Chai,3
800,Aldrin,2005-01,Kannika,3
801,Aldrin,2005-01,Kohsoom,1
802,Aldrin,2005-01,Sakda,3
803,Aldrin,2005-01,Somchair,1
804,Aldrin,2005-02,Boonsri,3
805,Aldrin,2005-02,Busarakhan,1
806,Aldrin,2005-02,Chai,3
807,Aldrin,2005-02,Kohsoom,1
808,Aldrin,2005-02,Somchair,1
809,Aldrin,2005-03,Boonsri,6
810,Aldrin,2005-03,Busarakhan,1
811,Aldrin,2005-03,Chai,6
812,Aldrin,2005-03,Kannika,3
813,Aldrin,2005-03,Kohsoom,1
814,Aldrin,2005-03,Sakda,3
815,Aldrin,2005-03,Somchair,1
816,Aldrin,2005-04,Boonsri,6
817,Aldrin,2005-04,Busarakhan,1
818,Aldrin,2005-04,Chai,6
819,Aldrin,2005-04,Kannika,3
820,Aldrin,2005-04,Kohsoom,1
821,Aldrin,2005-04,Sakda,3
822,Aldrin,2005-04,Somchair,1
823,Aldrin,2005-05,Boonsri,6
824,Aldrin,2005-05,Busarakhan,1
825,Aldrin,2005-05,Chai,6
826,Aldrin,2005-05,Kannika,3
827,Aldrin,2005-05,Kohsoom,1
828,Aldrin,2005-05,Sakda,3
829,Aldrin,2005-05,Somchair,1
830,Aldrin,2005-06,Boonsri,5
831,Aldrin,2005-06,Busarakhan,1
832,Aldrin,2005-06,Chai,6
833,Aldrin,2005-06,Kannika,3
834,Aldrin,2005-06,Sakda,3
835,Aldrin,2005-06,Somchair,1
836,Aldrin,2005-07,Boonsri,6
837,Aldrin,2005-07,Busarakhan,1
838,Aldrin,2005-07,Chai,6
839,Aldrin,2005-07,Kannika,3
840,Aldrin,2005-07,Kohsoom,1
841,Aldrin,2005-07,Sakda,3
842,Aldrin,2005-07,Somchair,1
843,Aldrin,2005-08,Boonsri,6
844,Aldrin,2005-08,Busarakhan,1
845,Aldrin,2005-08,Chai,6
846,Aldrin,2005-08,Kannika,3
847,Aldrin,2005-08,Kohsoom,1
848,Aldrin,2005-08,Sakda,3
849,Aldrin,2005-08,Somchair,1
850,Aldrin,2005-09,Boonsri,6
851,Aldrin,2005-09,Busarakhan,1
852,Aldrin,2005-09,Chai,6
853,Aldrin,2005-09,Kannika,3
854,Aldrin,2005-09,Kohsoom,1
855,Aldrin,2005-09,Sakda,3
856,Aldrin,2005-09,Somchair,1
857,Aldrin,2005-10,Busarakhan,1
858,Aldrin,2005-10,Chai,3
859,Aldrin,2005-10,Somchair,1
860,Aldrin,2005-11,Boonsri,1
861,Aldrin,2005-11,Chai,1
862,Aldrin,2005-12,Chai,1
863,Aldrin,2005-12,Sakda,3
864,Aldrin,2006-01,Boonsri,2
865,Aldrin,2006-01,Sakda,2
866,Aldrin,2006-02,Boonsri,6
867,Aldrin,2006-02,Busarakhan,1
868,Aldrin,2006-02,Chai,6
869,Aldrin,2006-02,Kannika,2
870,Aldrin,2006-02,Kohsoom,1
871,Aldrin,2006-02,Sakda,2
872,Aldrin,2006-02,Somchair,1
873,Aldrin,2006-03,Boonsri,6
874,Aldrin,2006-03,Busarakhan,1
875,Aldrin,2006-03,Chai,4
876,Aldrin,2006-03,Kohsoom,1
877,Aldrin,2006-03,Somchair,1
878,Aldrin,2006-04,Boonsri,5
879,Aldrin,2006-04,Busarakhan,1
880,Aldrin,2006-04,Chai,6
881,Aldrin,2006-04,Kannika,3
882,Aldrin,2006-04,Kohsoom,1
883,Aldrin,2006-04,Sakda,3
884,Aldrin,2006-04,Somchair,1
885,Aldrin,2006-05,Kannika,2
886,Aldrin,2006-06,Boonsri,1
887,Aldrin,2006-06,Busarakhan,1
888,Aldrin,2006-06,Chai,6
889,Aldrin,2006-06,Kannika,3
890,Aldrin,2006-06,Kohsoom,1
891,Aldrin,2006-06,Sakda,3
892,Aldrin,2006-06,Somchair,1
893,Aldrin,2006-07,Boonsri,6
894,Aldrin,2006-07,Busarakhan,1
895,Aldrin,2006-07,Chai,6
896,Aldrin,2006-07,Kannika,3
897,Aldrin,2006-07,Kohsoom,1
898,Aldrin,2006-07,Sakda,3
899,Aldrin,2006-07,Somchair,1
900,Aldrin,2006-08,Boonsri,6
901,Aldrin,2006-08,Busarakhan,1
902,Aldrin,2006-08,Chai,6
903,Aldrin,2006-08,Kannika,3
904,Aldrin,2006-08,Kohsoom,1
905,Aldrin,2006-08,Sakda,3
906,Aldrin,2006-08,Somchair,1
907,Aldrin,2006-09,Boonsri,3
908,Aldrin,2006-09,Busarakhan,1
909,Aldrin,2006-09,Chai,6
910,Aldrin,2006-09,Kannika,3
911,Aldrin,2006-09,Kohsoom,1
912,Aldrin,2006-09,Sakda,3
913,Aldrin,2006-09,Somchair,1
914,Aldrin,2006-10,Boonsri,4
915,Aldrin,2006-10,Busarakhan,1
916,Aldrin,2006-10,Chai,3
917,Aldrin,2006-10,Kannika,3
918,Aldrin,2006-10,Kohsoom,1
919,Aldrin,2006-10,Sakda,3
920,Aldrin,2006-10,Somchair,1
921,Aldrin,2006-11,Boonsri,6
922,Aldrin,2006-11,Busarakhan,1
923,Aldrin,2006-11,Chai,6
924,Aldrin,2006-11,Kannika,3
925,Aldrin,2006-11,Kohsoom,1
926,Aldrin,2006-11,Sakda,3
927,Aldrin,2006-11,Somchair,1
928,Aldrin,2006-12,Boonsri,3
929,Aldrin,2006-12,Busarakhan,1
930,Aldrin,2006-12,Chai,6
931,Aldrin,2006-12,Kannika,3
932,Aldrin,2006-12,Kohsoom,1
933,Aldrin,2006-12,Sakda,3
934,Aldrin,2006-12,Somchair,1
935,Aldrin,2007-01,Boonsri,6
936,Aldrin,2007-01,Busarakhan,1
937,Aldrin,2007-01,Chai,6
938,Aldrin,2007-01,Kannika,3
939,Aldrin,2007-01,Kohsoom,1
940,Aldrin,2007-01,Sakda,3
941,Aldrin,2007-01,Somchair,1
942,Aldrin,2007-02,Boonsri,4
943,Aldrin,2007-02,Busarakhan,1
944,Aldrin,2007-02,Chai,3
945,Aldrin,2007-02,Kannika,3
946,Aldrin,2007-02,Kohsoom,1
947,Aldrin,2007-02,Sakda,3
948,Aldrin,2007-02,Somchair,1
949,Aldrin,2007-03,Boonsri,6
950,Aldrin,2007-03,Busarakhan,1
951,Aldrin,2007-03,Chai,6
952,Aldrin,2007-03,Kannika,3
953,Aldrin,2007-03,Kohsoom,1
954,Aldrin,2007-03,Sakda,3
955,Aldrin,2007-03,Somchair,1
956,Aldrin,2007-04,Boonsri,4
957,Aldrin,2007-04,Busarakhan,1
958,Aldrin,2007-04,Chai,6
959,Aldrin,2007-04,Kannika,3
960,Aldrin,2007-04,Kohsoom,1
961,Aldrin,2007-04,Sakda,3
962,Aldrin,2007-04,Somchair,1
963,Aldrin,2007-05,Boonsri,6
964,Aldrin,2007-05,Busarakhan,1
965,Aldrin,2007-05,Chai,2
966,Aldrin,2007-05,Kannika,3
967,Aldrin,2007-05,Kohsoom,1
968,Aldrin,2007-05,Sakda,3
969,Aldrin,2007-05,Somchair,1
970,Aldrin,2007-06,Boonsri,6
971,Aldrin,2007-06,Busarakhan,1
972,Aldrin,2007-06,Chai,3
973,Aldrin,2007-06,Kannika,3
974,Aldrin,2007-06,Kohsoom,1
975,Aldrin,2007-06,Sakda,3
976,Aldrin,2007-06,Somchair,1
977,Aldrin,2007-07,Boonsri,6
978,Aldrin,2007-07,Busarakhan,1
979,Aldrin,2007-07,Chai,6
980,Aldrin,2007-07,Kannika,3
981,Aldrin,2007-07,Kohsoom,1
982,Aldrin,2007-07,Sakda,3
983,Aldrin,2007-07,Somchair,1
984,Aldrin,2007-08,Boonsri,3
985,Aldrin,2007-08,Busarakhan,1
986,Aldrin,2007-08,Chai,6
987,Aldrin,2007-08,Kannika,3
988,Aldrin,2007-08,Kohsoom,1
989,Aldrin,2007-08,Sakda,3
990,Aldrin,2007-08,Somchair,1
991,Aldrin,2007-09,Boonsri,3
992,Aldrin,2007-09,Busarakhan,1
993,Aldrin,2007-09,Chai,6
994,Aldrin,2007-09,Kannika,3
995,Aldrin,2007-09,Kohsoom,1
996,Aldrin,2007-09,Sakda,3
997,Aldrin,2007-09,Somchair,1
998,Aldrin,2007-10,Boonsri,1
999,Aldrin,2007-10,Busarakhan,1
1000,Aldrin,2007-10,Chai,6
1001,Aldrin,2007-10,Kannika,3
1002,Aldrin,2007-10,Kohsoom,1
1003,Aldrin,2007-10,Sakda,3
1004,Aldrin,2007-10,Somchair,1
1005,Aldrin,2007-11,Boonsri,3
1006,Aldrin,2007-11,Busarakhan,1
1007,Aldrin,2007-11,Chai,6
1008,Aldrin,2007-11,Kannika,3
1009,Aldrin,2007-11,Kohsoom,1
1010,Aldrin,2007-11,Sakda,3
1011,Aldrin,2007-11,Somchair,1
1012,Aldrin,2007-12,Boonsri,3
1013,Aldrin,2007-12,Busarakhan,1
1014,Aldrin,2007-12,Chai,6
1015,Aldrin,2007-12,Kannika,3
1016,Aldrin,2007-12,Kohsoom,1
1017,Aldrin,2007-12,Sakda,3
1018,Aldrin,2007-12,Somchair,1
1019,Aldrin,2008-01,Boonsri,1
1020,Aldrin,2008-02,Boonsri,3
1021,Aldrin,2008-02,Kohsoom,1
1022,Aldrin,2008-03,Boonsri,3
1023,Aldrin,2008-03,Kohsoom,1
1024,Aldrin,2008-05,Busarakhan,1
1025,Aldrin,2008-05,Kannika,3
1026,Aldrin,2008-05,Kohsoom,1
1027,Aldrin,2008-05,Sakda,3
1028,Aldrin,2008-05,Somchair,1
1029,Aldrin,2008-06,Boonsri,3
1030,Aldrin,2008-06,Kohsoom,1
1031,Aldrin,2008-07,Boonsri,6
1032,Aldrin,2008-07,Kohsoom,1
1033,Aldrin,2008-08,Boonsri,3
1034,Aldrin,2008-08,Kohsoom,1
1035,Aldrin,2008-09,Boonsri,1
1036,Aldrin,2008-09,Kohsoom,1
1037,Aldrin,2008-10,Boonsri,3
1038,Aldrin,2008-10,Kohsoom,1
1039,Aldrin,2008-11,Boonsri,3
1040,Aldrin,2008-11,Kohsoom,1
1041,Aldrin,2009-01,Boonsri,1
1042,Aldrin,2009-02,Boonsri,3
1043,Aldrin,2009-03,Boonsri,3
1044,Aldrin,2009-03,Kohsoom,1
1045,Aldrin,2009-04,Boonsri,3
1046,Aldrin,2009-04,Kohsoom,1
1047,Aldrin,2009-05,Boonsri,3
1048,Aldrin,2009-05,Kohsoom,1
1049,Aldrin,2009-06,Boonsri,3
1050,Aldrin,2009-06,Kohsoom,1
1051,Aldrin,2009-07,Boonsri,3
1052,Aldrin,2009-07,Kohsoom,1
1053,Aldrin,2009-07,Tansanee,1
1054,Aldrin,2009-08,Boonsri,3
1055,Aldrin,2009-08,Kohsoom,1
1056,Aldrin,2009-09,Boonsri,3
1057,Aldrin,2009-09,Busarakhan,1
1058,Aldrin,2009-09,Chai,2
1059,Aldrin,2009-09,Kannika,1
1060,Aldrin,2009-09,Kohsoom,1
1061,Aldrin,2009-09,Sakda,1
1062,Aldrin,2009-09,Somchair,1
1063,Aldrin,2009-10,Boonsri,3
1064,Aldrin,2009-10,Busarakhan,1
1065,Aldrin,2009-10,Chai,3
1066,Aldrin,2009-10,Kohsoom,1
1067,Aldrin,2009-10,Somchair,1
1068,Aldrin,2009-11,Boonsri,3
1069,Aldrin,2009-11,Kannika,1
1070,Aldrin,2009-11,Kohsoom,1
1071,Aldrin,2009-12,Boonsri,3
1072,Aluminium,2008-05,Chai,3
1073,Aluminium,2008-05,Kannika,3
1074,Aluminium,2008-05,Sakda,3
1075,Aluminium,2008-10,Busarakhan,1
1076,Aluminium,2008-10,Chai,3
1077,Aluminium,2008-10,Kannika,3
1078,Aluminium,2008-10,Sakda,3
1079,Aluminium,2008-10,Somchair,1
1080,Aluminium,2009-04,Busarakhan,1
1081,Aluminium,2009-04,Chai,3
1082,Aluminium,2009-04,Kannika,3
1083,Aluminium,2009-04,Sakda,3
1084,Aluminium,2009-04,Somchair,1
1085,Aluminium,2009-05,Busarakhan,1
1086,Aluminium,2009-05,Chai,3
1087,Aluminium,2009-05,Kannika,3
1088,Aluminium,2009-05,Sakda,3
1089,Aluminium,2009-05,Somchair,1
1090,Aluminium,2009-06,Busarakhan,1
1091,Aluminium,2009-06,Chai,3
1092,Aluminium,2009-06,Kannika,3
1093,Aluminium,2009-06,Sakda,3
1094,Aluminium,2009-06,Somchair,1
1095,Aluminium,2009-07,Busarakhan,1
1096,Aluminium,2009-07,Kannika,3
1097,Aluminium,2009-07,Sakda,3
1098,Aluminium,2009-07,Somchair,1
1099,Aluminium,2009-08,Busarakhan,1
1100,Aluminium,2009-08,Kannika,3
1101,Aluminium,2009-08,Sakda,3
1102,Aluminium,2009-08,Somchair,1
1103,Aluminium,2009-09,Chai,3
1104,Aluminium,2009-09,Kannika,3
1105,Aluminium,2009-09,Sakda,3
1106,Aluminium,2009-09,Somchair,1
1107,Aluminium,2009-10,Busarakhan,1
1108,Aluminium,2009-10,Chai,3
1109,Aluminium,2009-10,Kannika,3
1110,Aluminium,2009-10,Sakda,3
1111,Aluminium,2009-10,Somchair,1
1112,Aluminium,2009-11,Busarakhan,1
1113,Aluminium,2009-11,Chai,3
1114,Aluminium,2009-11,Kannika,3
1115,Aluminium,2009-11,Sakda,3
1116,Aluminium,2009-11,Somchair,1
1117,Aluminium,2009-12,Busarakhan,1
1118,Aluminium,2009-12,Chai,3
1119,Aluminium,2009-12,Kannika,3
1120,Aluminium,2009-12,Sakda,3
1121,Aluminium,2009-12,Somchair,1
1122,Aluminium,2010-01,Busarakhan,1
1123,Aluminium,2010-01,Chai,3
1124,Aluminium,2010-01,Kannika,3
1125,Aluminium,2010-01,Sakda,3
1126,Aluminium,2010-01,Somchair,1
1127,Aluminium,2014-06,Kannika,3
1128,Ammonium,1998-01,Boonsri,1
1129,Ammonium,1998-01,Chai,3
1130,Ammonium,1998-01,Kannika,3
1131,Ammonium,1998-02,Boonsri,1
1132,Ammonium,1998-02,Chai,3
1133,Ammonium,1998-02,Kannika,3
1134,Ammonium,1998-03,Boonsri,1
1135,Ammonium,1998-03,Chai,3
1136,Ammonium,1998-03,Kannika,3
1137,Ammonium,1998-04,Boonsri,2
1138,Ammonium,1998-04,Chai,3
1139,Ammonium,1998-04,Kannika,3
1140,Ammonium,1998-04,Kohsoom,1
1141,Ammonium,1998-04,Sakda,1
1142,Ammonium,1998-04,Somchair,1
1143,Ammonium,1998-05,Boonsri,2
1144,Ammonium,1998-05,Chai,3
1145,Ammonium,1998-05,Kannika,3
1146,Ammonium,1998-06,Boonsri,2
1147,Ammonium,1998-06,Chai,3
1148,Ammonium,1998-06,Kannika,3
1149,Ammonium,1998-06,Kohsoom,1
1150,Ammonium,1998-06,Sakda,1
1151,Ammonium,1998-06,Somchair,1
1152,Ammonium,1998-07,Boonsri,2
1153,Ammonium,1998-07,Chai,3
1154,Ammonium,1998-07,Kannika,3
1155,Ammonium,1998-08,Boonsri,2
1156,Ammonium,1998-08,Chai,3
1157,Ammonium,1998-08,Kannika,3
1158,Ammonium,1998-08,Kohsoom,1
1159,Ammonium,1998-08,Sakda,1
1160,Ammonium,1998-08,Somchair,1
1161,Ammonium,1998-09,Boonsri,2
1162,Ammonium,1998-09,Chai,3
1163,Ammonium,1998-09,Kannika,3
1164,Ammonium,1998-10,Boonsri,2
1165,Ammonium,1998-10,Busarakhan,1
1166,Ammonium,1998-10,Chai,3
1167,Ammonium,1998-10,Kannika,3
1168,Ammonium,1998-10,Kohsoom,1
1169,Ammonium,1998-10,Sakda,3
1170,Ammonium,1998-10,Somchair,1
1171,Ammonium,1998-11,Boonsri,2
1172,Ammonium,1998-11,Busarakhan,1
1173,Ammonium,1998-11,Chai,3
1174,Ammonium,1998-11,Kannika,3
1175,Ammonium,1998-11,Kohsoom,1
1176,Ammonium,1998-11,Sakda,3
1177,Ammonium,1998-11,Somchair,1
1178,Ammonium,1998-12,Boonsri,2
1179,Ammonium,1998-12,Busarakhan,1
1180,Ammonium,1998-12,Chai,3
1181,Ammonium,1998-12,Kannika,3
1182,Ammonium,1998-12,Kohsoom,1
1183,Ammonium,1998-12,Sakda,3
1184,Ammonium,1998-12,Somchair,1
1185,Ammonium,1999-01,Boonsri,3
1186,Ammonium,1999-01,Busarakhan,1
1187,Ammonium,1999-01,Chai,3
1188,Ammonium,1999-01,Kannika,3
1189,Ammonium,1999-01,Kohsoom,1
1190,Ammonium,1999-01,Sakda,3
1191,Ammonium,1999-01,Somchair,1
1192,Ammonium,1999-02,Boonsri,3
1193,Ammonium,1999-02,Busarakhan,1
1194,Ammonium,1999-02,Chai,3
1195,Ammonium,1999-02,Kannika,3
1196,Ammonium,1999-02,Kohsoom,1
1197,Ammonium,1999-02,Sakda,3
1198,Ammonium,1999-02,Somchair,1
1199,Ammonium,1999-03,Boonsri,3
1200,Ammonium,1999-03,Busarakhan,1
1201,Ammonium,1999-03,Chai,3
1202,Ammonium,1999-03,Kannika,3
1203,Ammonium,1999-03,Kohsoom,1
1204,Ammonium,1999-03,Sakda,3
1205,Ammonium,1999-03,Somchair,1
1206,Ammonium,1999-04,Boonsri,3
1207,Ammonium,1999-04,Busarakhan,1
1208,Ammonium,1999-04,Chai,3
1209,Ammonium,1999-04,Kannika,3
1210,Ammonium,1999-04,Kohsoom,1
1211,Ammonium,1999-04,Sakda,3
1212,Ammonium,1999-04,Somchair,1
1213,Ammonium,1999-05,Boonsri,3
1214,Ammonium,1999-05,Busarakhan,1
1215,Ammonium,1999-05,Chai,3
1216,Ammonium,1999-05,Kannika,3
1217,Ammonium,1999-05,Kohsoom,1
1218,Ammonium,1999-05,Sakda,3
1219,Ammonium,1999-05,Somchair,1
1220,Ammonium,1999-06,Boonsri,3
1221,Ammonium,1999-06,Busarakhan,1
1222,Ammonium,1999-06,Chai,3
1223,Ammonium,1999-06,Kannika,3
1224,Ammonium,1999-06,Kohsoom,1
1225,Ammonium,1999-06,Sakda,3
1226,Ammonium,1999-06,Somchair,1
1227,Ammonium,1999-07,Boonsri,3
1228,Ammonium,1999-07,Busarakhan,1
1229,Ammonium,1999-07,Chai,3
1230,Ammonium,1999-07,Kannika,3
1231,Ammonium,1999-07,Kohsoom,1
1232,Ammonium,1999-07,Sakda,4
1233,Ammonium,1999-07,Somchair,1
1234,Ammonium,1999-08,Boonsri,2
1235,Ammonium,1999-08,Busarakhan,1
1236,Ammonium,1999-08,Chai,3
1237,Ammonium,1999-08,Kannika,3
1238,Ammonium,1999-08,Kohsoom,1
1239,Ammonium,1999-08,Sakda,3
1240,Ammonium,1999-08,Somchair,1
1241,Ammonium,1999-09,Boonsri,2
1242,Ammonium,1999-09,Busarakhan,1
1243,Ammonium,1999-09,Chai,3
1244,Ammonium,1999-09,Kannika,3
1245,Ammonium,1999-09,Kohsoom,1
1246,Ammonium,1999-09,Sakda,3
1247,Ammonium,1999-09,Somchair,1
1248,Ammonium,1999-10,Boonsri,2
1249,Ammonium,1999-10,Busarakhan,1
1250,Ammonium,1999-10,Chai,3
1251,Ammonium,1999-10,Kannika,3
1252,Ammonium,1999-10,Kohsoom,1
1253,Ammonium,1999-10,Sakda,3
1254,Ammonium,1999-10,Somchair,1
1255,Ammonium,1999-11,Boonsri,2
1256,Ammonium,1999-11,Busarakhan,1
1257,Ammonium,1999-11,Chai,3
1258,Ammonium,1999-11,Kannika,3
1259,Ammonium,1999-11,Kohsoom,1
1260,Ammonium,1999-11,Sakda,3
1261,Ammonium,1999-11,Somchair,1
1262,Ammonium,1999-12,Boonsri,2
1263,Ammonium,1999-12,Busarakhan,1
1264,Ammonium,1999-12,Chai,3
1265,Ammonium,1999-12,Kannika,3
1266,Ammonium,1999-12,Kohsoom,1
1267,Ammonium,1999-12,Sakda,3
1268,Ammonium,1999-12,Somchair,1
1269,Ammonium,2000-01,Boonsri,2
1270,Ammonium,2000-01,Busarakhan,1
1271,Ammonium,2000-01,Chai,3
1272,Ammonium,2000-01,Kannika,3
1273,Ammonium,2000-01,Kohsoom,1
1274,Ammonium,2000-01,Sakda,3
1275,Ammonium,2000-01,Somchair,1
1276,Ammonium,2000-02,Boonsri,3
1277,Ammonium,2000-02,Busarakhan,1
1278,Ammonium,2000-02,Chai,3
1279,Ammonium,2000-02,Kannika,3
1280,Ammonium,2000-02,Kohsoom,1
1281,Ammonium,2000-02,Sakda,3
1282,Ammonium,2000-02,Somchair,1
1283,Ammonium,2000-03,Boonsri,3
1284,Ammonium,2000-03,Busarakhan,1
1285,Ammonium,2000-03,Chai,3
1286,Ammonium,2000-03,Kannika,3
1287,Ammonium,2000-03,Kohsoom,1
1288,Ammonium,2000-03,Sakda,3
1289,Ammonium,2000-03,Somchair,1
